,index,Fos_puncta_adj,Gad2_puncta_adj,IL34_puncta_adj,fos_status,cell_type,animal_id,image_number
69,D07_A01_G003_0001.xls,26.814396797591158,0.0,30.83655631722983,fos+,VGlut1,D07,3
70,D07_A01_G003_0001.xls,33.70649196236385,0.0,33.70649196236385,fos+,VGlut1,D07,3
0,D07_A01_G004_0001.xls,11.427996680691493,0.0,18.284794689106388,fos+,VGlut1,D07,4
1,D07_A01_G004_0001.xls,14.326881835142046,0.0,30.700461075304386,fos+,VGlut1,D07,4
2,D07_A01_G004_0001.xls,4.675300401391262,0.0,9.350600802782523,fos-,VGlut1,D07,4
3,D07_A01_G004_0001.xls,10.064783649231478,0.0,8.387319707692898,fos+,VGlut1,D07,4
4,D07_A01_G004_0001.xls,9.159978064868376,0.0,11.77711465483077,fos+,VGlut1,D07,4
5,D07_A01_G004_0001.xls,7.285585170620647,0.0,9.714113560827528,fos+,VGlut1,D07,4
6,D07_A01_G004_0001.xls,10.898815434755539,1.9816028063191893,9.908014031595947,fos+,VGlut1,D07,4
7,D07_A01_G004_0001.xls,16.569093341720357,0.0,7.364041485209048,fos+,VGlut1,D07,4
8,D07_A01_G004_0001.xls,5.6557458255908,0.0,5.6557458255908,fos-,VGlut1,D07,4
9,D07_A01_G004_0001.xls,9.914208772436918,0.0,13.21894502991589,fos+,VGlut1,D07,4
10,D07_A01_G004_0001.xls,10.030157609911718,1.6716929349852865,18.38862228483815,fos+,VGlut1,D07,4
11,D07_A01_G004_0001.xls,10.254222606755569,0.0,12.305067128106684,fos+,VGlut1,D07,4
12,D07_A01_G004_0001.xls,12.762460419157712,2.5524920838315426,17.867444586820795,fos+,VGlut1,D07,4
13,D07_A01_G004_0001.xls,8.18587053708284,11.6941007672612,19.87997130434404,fos+,Gad2,D07,4
14,D07_A01_G004_0001.xls,17.981558366604872,1.1987705577736583,37.16188729098341,fos+,VGlut1,D07,4
15,D07_A01_G004_0001.xls,14.944038106682697,0.0,12.58445314246964,fos+,VGlut1,D07,4
16,D07_A01_G004_0001.xls,13.345005869391619,0.0,12.010505282452458,fos+,VGlut1,D07,4
17,D07_A01_G004_0001.xls,23.185753076367764,0.0,24.681608113552784,fos+,VGlut1,D07,4
18,D07_A01_G004_0001.xls,21.186848645533033,0.0,21.186848645533033,fos+,VGlut1,D07,4
19,D07_A01_G004_0001.xls,14.99529109053584,0.9996860727023893,16.994663235940617,fos+,VGlut1,D07,4
20,D07_A01_G004_0001.xls,14.889260894902074,3.7223152237255186,13.648489153660236,fos+,VGlut1,D07,4
22,D07_A01_G004_0001.xls,10.797802930304988,0.0,6.170173103031421,fos+,VGlut1,D07,4
23,D07_A01_G004_0001.xls,13.594925326178991,0.0,15.537057515633133,fos+,VGlut1,D07,4
24,D07_A01_G004_0001.xls,19.859395544193582,1.3239597029462384,11.915637326516148,fos+,VGlut1,D07,4
25,D07_A01_G004_0001.xls,14.822170592170623,0.0,12.351808826808853,fos+,VGlut1,D07,4
26,D07_A01_G004_0001.xls,10.551258353110196,0.0,21.102516706220392,fos+,VGlut1,D07,4
27,D07_A01_G004_0001.xls,6.594044572384721,1.6485111430961803,16.485111430961805,fos+,VGlut1,D07,4
28,D07_A01_G004_0001.xls,6.912692657976376,0.9875275225680537,11.850330270816645,fos+,VGlut1,D07,4
29,D07_A01_G004_0001.xls,6.524036545860319,0.0,8.698715394480425,fos+,VGlut1,D07,4
30,D07_A01_G004_0001.xls,7.62789291004487,0.0,16.781364402098713,fos+,VGlut1,D07,4
31,D07_A01_G004_0001.xls,9.728288960583033,0.8106907467152527,12.160361200728792,fos+,VGlut1,D07,4
32,D07_A01_G004_0001.xls,9.710372033369921,1.6183953388949868,21.03913940563483,fos+,VGlut1,D07,4
33,D07_A01_G004_0001.xls,23.66720686800977,0.0,17.09298273800706,fos+,VGlut1,D07,4
34,D07_A01_G004_0001.xls,14.23439649536117,0.0,11.646324405295502,fos+,VGlut1,D07,4
35,D07_A01_G004_0001.xls,10.024024048521238,0.8353353373767697,18.377377422288934,fos+,VGlut1,D07,4
36,D07_A01_G004_0001.xls,16.49625551914821,0.0,17.99591511179805,fos+,VGlut1,D07,4
37,D07_A01_G004_0001.xls,2.044546632952778,0.0,6.133639898858335,fos-,VGlut1,D07,4
38,D07_A01_G004_0001.xls,21.12094136695702,0.0,22.44100020239183,fos+,VGlut1,D07,4
39,D07_A01_G004_0001.xls,26.8135490354449,55.03833749380795,14.818013940640602,fos+,Gad2,D07,4
41,D07_A01_G004_0001.xls,12.480810582331815,0.0,9.360607936748861,fos+,VGlut1,D07,4
42,D07_A01_G004_0001.xls,19.248483729595126,1.3748916949710803,17.873592034624043,fos+,VGlut1,D07,4
43,D07_A01_G004_0001.xls,12.123661495245418,0.0,8.082440996830277,fos+,VGlut1,D07,4
44,D07_A01_G004_0001.xls,9.093687291494305,0.0,5.456212374896583,fos+,VGlut1,D07,4
45,D07_A01_G004_0001.xls,8.793744504580593,1.758748900916119,8.793744504580593,fos+,VGlut1,D07,4
46,D07_A01_G004_0001.xls,7.257596541301648,0.0,7.257596541301648,fos+,VGlut1,D07,4
47,D07_A01_G004_0001.xls,10.60339344092543,0.0,6.059081966243103,fos+,VGlut1,D07,4
48,D07_A01_G004_0001.xls,10.822885435160057,0.0,23.810347957352125,fos+,VGlut1,D07,4
49,D07_A01_G004_0001.xls,22.037210054773926,0.7599037949922043,16.717883489828495,fos+,VGlut1,D07,4
50,D07_A01_G004_0001.xls,7.683284604168282,0.0,5.9758880254642195,fos+,VGlut1,D07,4
51,D07_A01_G004_0001.xls,31.613010055878465,0.0,37.36083006603819,fos+,VGlut1,D07,4
52,D07_A01_G004_0001.xls,9.934320084021785,0.0,15.611074417748519,fos+,VGlut1,D07,4
53,D07_A01_G004_0001.xls,13.633079122117573,0.0,23.176234507599876,fos+,VGlut1,D07,4
54,D07_A01_G004_0001.xls,20.10353410043362,0.0,20.10353410043362,fos+,VGlut1,D07,4
55,D07_A01_G004_0001.xls,4.1458339606656915,0.0,6.218750940998538,fos-,VGlut1,D07,4
56,D07_A01_G004_0001.xls,17.77259603238509,0.0,24.881634445339127,fos+,VGlut1,D07,4
57,D07_A01_G004_0001.xls,28.083455032876017,20.52252483171709,14.041727516438009,fos+,Gad2,D07,4
58,D07_A01_G004_0001.xls,15.800117202204019,1.7555685780226686,15.800117202204019,fos+,VGlut1,D07,4
59,D07_A01_G004_0001.xls,18.38708560332411,0.0,14.884783583643326,fos+,VGlut1,D07,4
60,D07_A01_G004_0001.xls,52.37366464924265,0.0,43.265201231983056,fos+,VGlut1,D07,4
61,D07_A01_G004_0001.xls,10.14925487780908,0.0,17.253733292275435,fos+,VGlut1,D07,4
62,D07_A01_G004_0001.xls,32.09860807459865,67.97352298150304,11.328920496917172,fos+,Gad2,D07,4
63,D07_A01_G004_0001.xls,4.689881446243335,0.0,16.414585061851675,fos-,VGlut1,D07,4
64,D07_A01_G004_0001.xls,15.981954527208988,6.849409083089566,15.981954527208988,fos+,VGlut1,D07,4
65,D07_A01_G004_0001.xls,48.504233822847304,60.3025609689453,13.109252384553326,fos+,Gad2,D07,4
66,D07_A01_G004_0001.xls,18.38251463824414,0.7353005855297655,8.088306440827422,fos+,VGlut1,D07,4
67,D07_A01_G004_0001.xls,17.313662029430873,0.0,11.130211304634132,fos+,VGlut1,D07,4
68,D07_A01_G004_0001.xls,10.842485283276252,1.2047205870306947,13.25192645733764,fos+,VGlut1,D07,4
69,D07_A01_G004_0001.xls,10.696559730914668,1.5280799615592384,18.33695953871086,fos+,VGlut1,D07,4
70,D07_A01_G004_0001.xls,8.681244558988643,0.0,17.362489117977287,fos+,VGlut1,D07,4
71,D07_A01_G004_0001.xls,19.988988665246108,0.0,16.354627089746813,fos+,VGlut1,D07,4
72,D07_A01_G004_0001.xls,9.608947393886787,1.6014912323144648,12.811929858515718,fos+,VGlut1,D07,4
73,D07_A01_G004_0001.xls,19.275529392491116,0.0,9.637764696245558,fos+,VGlut1,D07,4
74,D07_A01_G004_0001.xls,14.116318726106154,0.0,21.7174134247787,fos+,VGlut1,D07,4
75,D07_A01_G004_0001.xls,13.472172340983496,0.0,17.61745613820919,fos+,VGlut1,D07,4
76,D07_A01_G004_0001.xls,23.6058002222875,0.0,24.99437670595147,fos+,VGlut1,D07,4
77,D07_A01_G004_0001.xls,13.461406089584592,0.0,17.948541452779455,fos+,VGlut1,D07,4
78,D07_A01_G004_0001.xls,11.820016726506825,0.0,32.50504599789377,fos+,VGlut1,D07,4
79,D07_A01_G004_0001.xls,10.29590418575259,0.0,8.236723348602073,fos+,VGlut1,D07,4
81,D07_A01_G004_0001.xls,13.75426590257543,0.0,15.719161031514776,fos+,VGlut1,D07,4
82,D07_A01_G004_0001.xls,15.058426769392717,1.2548688974493931,12.548688974493933,fos+,VGlut1,D07,4
83,D07_A01_G004_0001.xls,10.68231536229759,1.1869239291441767,21.36463072459518,fos+,VGlut1,D07,4
84,D07_A01_G004_0001.xls,11.295059396365112,0.0,22.590118792730223,fos+,VGlut1,D07,4
85,D07_A01_G004_0001.xls,5.865756204686751,0.0,11.731512409373503,fos-,VGlut1,D07,4
86,D07_A01_G004_0001.xls,22.592663897105115,12.165280559979676,39.971636125647514,fos+,Gad2,D07,4
87,D07_A01_G004_0001.xls,5.213133609394382,0.0,20.85253443757753,fos-,VGlut1,D07,4
88,D07_A01_G004_0001.xls,16.66353535009845,0.0,19.693269050116353,fos+,VGlut1,D07,4
89,D07_A01_G004_0001.xls,18.927736342547664,0.8229450583716377,22.219516576034216,fos+,VGlut1,D07,4
10,D08_A01_G001_0001.xls,23.708350071723235,3.6474384725728055,10.942315417718417,fos+,VGlut1,D08,1
11,D08_A01_G001_0001.xls,22.70136131037179,0.0,8.828307176255697,fos+,VGlut1,D08,1
12,D08_A01_G001_0001.xls,28.04845480131203,3.2998182119190624,9.899454635757188,fos+,VGlut1,D08,1
15,D08_A01_G001_0001.xls,20.86529983043613,1.6050230638797025,9.630138383278215,fos+,VGlut1,D08,1
17,D08_A01_G001_0001.xls,19.172023823361503,0.0,6.390674607787168,fos+,VGlut1,D08,1
19,D08_A01_G001_0001.xls,23.472525289442906,0.0,5.216116730987312,fos+,VGlut1,D08,1
21,D08_A01_G001_0001.xls,13.371808841569937,0.0,5.3487235366279755,fos+,VGlut1,D08,1
23,D08_A01_G001_0001.xls,19.129046442172594,0.8316976713988085,6.653581371190468,fos+,VGlut1,D08,1
24,D08_A01_G001_0001.xls,16.510640742152496,1.031915046384531,5.1595752319226555,fos+,VGlut1,D08,1
27,D08_A01_G001_0001.xls,26.297582895903528,36.41203785586642,0.0,fos+,Gad2,D08,1
28,D08_A01_G001_0001.xls,11.066190235717148,3.6887300785723824,7.377460157144765,fos+,VGlut1,D08,1
32,D08_A01_G001_0001.xls,21.184159246676263,0.0,5.296039811669066,fos+,VGlut1,D08,1
34,D08_A01_G001_0001.xls,19.399227285688866,0.0,18.32149243648393,fos+,VGlut1,D08,1
35,D08_A01_G001_0001.xls,20.00146698584969,3.3335778309749484,5.000366746462422,fos+,VGlut1,D08,1
36,D08_A01_G001_0001.xls,24.07944335099316,0.0,18.059582513244873,fos+,VGlut1,D08,1
37,D08_A01_G001_0001.xls,17.35910122010268,30.37842713517969,4.33977530502567,fos+,Gad2,D08,1
41,D08_A01_G001_0001.xls,22.323200294542225,0.0,9.921422353129879,fos+,VGlut1,D08,1
42,D08_A01_G001_0001.xls,19.183068693861806,0.0,7.673227477544722,fos+,VGlut1,D08,1
45,D08_A01_G001_0001.xls,20.616758492124635,3.964761248485506,7.929522496971012,fos+,VGlut1,D08,1
48,D08_A01_G001_0001.xls,35.753443520259374,2.3835629013506248,7.150688704051875,fos+,VGlut1,D08,1
53,D08_A01_G001_0001.xls,15.551737124005976,12.959780936671647,3.887934281001494,fos+,Gad2,D08,1
55,D08_A01_G001_0001.xls,18.17305288677371,0.9564764677249322,7.651811741799458,fos+,VGlut1,D08,1
58,D08_A01_G001_0001.xls,32.78846218630173,0.0,8.743589916347128,fos+,VGlut1,D08,1
59,D08_A01_G001_0001.xls,24.1957343942202,1.2097867197110097,8.46850703797707,fos+,VGlut1,D08,1
60,D08_A01_G001_0001.xls,24.918171508279794,0.0,18.487675635175332,fos+,VGlut1,D08,1
63,D08_A01_G001_0001.xls,15.485554224809958,0.8150291697268399,8.965320866995238,fos+,VGlut1,D08,1
65,D08_A01_G001_0001.xls,26.48393621857959,1.3938913799252417,5.575565519700967,fos+,VGlut1,D08,1
66,D08_A01_G001_0001.xls,27.57383259443331,25.735577088137752,0.0,fos+,Gad2,D08,1
67,D08_A01_G001_0001.xls,18.564624517262292,1.031368028736794,9.282312258631146,fos+,VGlut1,D08,1
69,D08_A01_G001_0001.xls,33.45888291360214,0.0,16.72944145680107,fos+,VGlut1,D08,1
70,D08_A01_G001_0001.xls,19.420240701619413,0.0,10.357461707530353,fos+,VGlut1,D08,1
71,D08_A01_G001_0001.xls,24.165279907479867,0.0,11.446711535122041,fos+,VGlut1,D08,1
72,D08_A01_G001_0001.xls,18.273803681529007,1.305271691537786,16.968531989991217,fos+,VGlut1,D08,1
73,D08_A01_G001_0001.xls,32.060633420588196,0.0,20.839411723382327,fos+,VGlut1,D08,1
75,D08_A01_G001_0001.xls,21.7265196877688,0.0,16.2948897658266,fos+,VGlut1,D08,1
76,D08_A01_G001_0001.xls,28.348494262147817,0.0,14.557334891373202,fos+,VGlut1,D08,1
78,D08_A01_G001_0001.xls,24.564628022203838,0.0,18.784715546391173,fos+,VGlut1,D08,1
79,D08_A01_G001_0001.xls,23.825833939179883,4.467343863596228,10.423802348391199,fos+,VGlut1,D08,1
80,D08_A01_G001_0001.xls,29.821158336496907,1.4200551588808052,11.360441271046442,fos+,VGlut1,D08,1
81,D08_A01_G001_0001.xls,31.041375238011035,0.0,6.208275047602207,fos+,VGlut1,D08,1
82,D08_A01_G001_0001.xls,18.05716538829342,0.0,5.778292924253895,fos+,VGlut1,D08,1
83,D08_A01_G001_0001.xls,27.00752616259902,0.964554505807108,9.645545058071079,fos+,VGlut1,D08,1
85,D08_A01_G001_0001.xls,25.926801766049742,0.0,9.722550662268652,fos+,VGlut1,D08,1
86,D08_A01_G001_0001.xls,24.680444837958234,22.436768034507487,5.609192008626872,fos+,Gad2,D08,1
87,D08_A01_G001_0001.xls,29.209737429892915,0.0,9.224127609439867,fos+,VGlut1,D08,1
89,D08_A01_G001_0001.xls,15.617740920561639,0.9761088075351024,12.689414497956331,fos+,VGlut1,D08,1
90,D08_A01_G001_0001.xls,29.33837723124181,0.0,5.588262329760345,fos+,VGlut1,D08,1
91,D08_A01_G001_0001.xls,9.24633143447938,0.0,7.397065147583504,fos+,VGlut1,D08,1
0,D08_A01_G002_0001.xls,21.499199658700206,27.518975563136266,12.899519795220124,fos+,Gad2,D08,2
1,D08_A01_G002_0001.xls,8.803715615053235,0.0,5.282229369031942,fos+,VGlut1,D08,2
5,D08_A01_G002_0001.xls,5.040745823632557,1.680248607877519,5.040745823632557,fos-,VGlut1,D08,2
7,D08_A01_G002_0001.xls,13.254669687655564,0.0,10.309187534843216,fos+,VGlut1,D08,2
8,D08_A01_G002_0001.xls,13.251451515063982,1.8930645021519974,5.679193506455992,fos+,VGlut1,D08,2
9,D08_A01_G002_0001.xls,18.830040040208367,0.9910547389583352,7.928437911666681,fos+,VGlut1,D08,2
10,D08_A01_G002_0001.xls,13.02703682618638,0.0,16.749047347953915,fos+,VGlut1,D08,2
11,D08_A01_G002_0001.xls,18.631788165432173,1.330842011816584,17.30094615361559,fos+,VGlut1,D08,2
12,D08_A01_G002_0001.xls,15.345739651725724,1.7050821835250805,17.050821835250805,fos+,VGlut1,D08,2
13,D08_A01_G002_0001.xls,12.061811736960626,1.7231159624229468,25.8467394363442,fos+,VGlut1,D08,2
14,D08_A01_G002_0001.xls,6.293794270447356,0.0,12.587588540894712,fos+,VGlut1,D08,2
15,D08_A01_G002_0001.xls,14.894611464755354,0.9309132165472096,18.618264330944193,fos+,VGlut1,D08,2
16,D08_A01_G002_0001.xls,32.067316311663625,43.290877020745896,11.22356070908227,fos+,Gad2,D08,2
18,D08_A01_G002_0001.xls,18.007472705500774,0.0,6.75280226456279,fos+,VGlut1,D08,2
19,D08_A01_G002_0001.xls,11.107373830710365,1.5867676901014809,12.694141520811847,fos+,VGlut1,D08,2
20,D08_A01_G002_0001.xls,13.293408752440687,0.0,6.6467043762203435,fos+,VGlut1,D08,2
21,D08_A01_G002_0001.xls,13.197835190468025,0.0,18.85405027209718,fos+,VGlut1,D08,2
22,D08_A01_G002_0001.xls,17.358636263922914,0.0,12.790574089206359,fos+,VGlut1,D08,2
23,D08_A01_G002_0001.xls,17.21906435446638,0.0,18.653986384005247,fos+,VGlut1,D08,2
24,D08_A01_G002_0001.xls,21.22194473279188,0.0,19.64994882665915,fos+,VGlut1,D08,2
25,D08_A01_G002_0001.xls,17.918834155852736,1.7918834155852734,26.878251233779103,fos+,VGlut1,D08,2
26,D08_A01_G002_0001.xls,18.192624292161284,1.5160520243467739,13.644468219120967,fos+,VGlut1,D08,2
27,D08_A01_G002_0001.xls,7.77954320586837,0.9724429007335462,8.751986106601917,fos+,VGlut1,D08,2
28,D08_A01_G002_0001.xls,11.456110257602825,0.0,9.546758548002355,fos+,VGlut1,D08,2
29,D08_A01_G002_0001.xls,12.209883779979359,0.0,17.442691114256228,fos+,VGlut1,D08,2
30,D08_A01_G002_0001.xls,23.653896221289436,40.73726571444291,7.884632073763146,fos+,Gad2,D08,2
31,D08_A01_G002_0001.xls,16.29030630329659,0.0,9.774183781977953,fos+,VGlut1,D08,2
32,D08_A01_G002_0001.xls,0.0,0.0,10.512041786392668,fos-,VGlut1,D08,2
34,D08_A01_G002_0001.xls,12.993859390824468,0.0,7.4250625090425535,fos+,VGlut1,D08,2
36,D08_A01_G002_0001.xls,10.138286664206095,0.0,5.459077434572513,fos+,VGlut1,D08,2
37,D08_A01_G002_0001.xls,16.41384335154827,1.492167577413479,10.445173041894353,fos+,VGlut1,D08,2
38,D08_A01_G002_0001.xls,7.729435375271489,14.600044597735035,7.729435375271489,fos+,Gad2,D08,2
39,D08_A01_G002_0001.xls,12.447486927109285,0.0,10.891551061220625,fos+,VGlut1,D08,2
40,D08_A01_G002_0001.xls,15.030452169466514,0.0,7.515226084733257,fos+,VGlut1,D08,2
41,D08_A01_G002_0001.xls,16.30499685523742,0.0,10.869997903491615,fos+,VGlut1,D08,2
42,D08_A01_G002_0001.xls,14.763198134809368,1.3421089213463064,10.736871370770452,fos+,VGlut1,D08,2
45,D08_A01_G002_0001.xls,16.54309494407719,1.5039177221888353,15.039177221888355,fos+,VGlut1,D08,2
46,D08_A01_G002_0001.xls,8.12542383199357,0.0,14.21949170598875,fos+,VGlut1,D08,2
49,D08_A01_G002_0001.xls,7.6948886476721645,1.538977729534433,6.155910918137732,fos+,VGlut1,D08,2
50,D08_A01_G002_0001.xls,17.118144298327433,0.0,7.002877212952132,fos+,VGlut1,D08,2
51,D08_A01_G002_0001.xls,10.035180180519145,0.0,7.167985843227959,fos+,VGlut1,D08,2
52,D08_A01_G002_0001.xls,10.34354390257641,1.1492826558418232,16.089957181785525,fos+,VGlut1,D08,2
53,D08_A01_G002_0001.xls,17.341841956799932,0.0,11.561227971199955,fos+,VGlut1,D08,2
54,D08_A01_G002_0001.xls,40.0706291544154,11.633408464185115,14.218610345115142,fos+,Gad2,D08,2
55,D08_A01_G002_0001.xls,15.80727847046228,0.0,14.050914195966474,fos+,VGlut1,D08,2
56,D08_A01_G002_0001.xls,23.126581170694447,1.6518986550496033,18.170885205545638,fos+,VGlut1,D08,2
57,D08_A01_G002_0001.xls,13.409397241233522,0.0,13.409397241233522,fos+,VGlut1,D08,2
58,D08_A01_G002_0001.xls,20.890447067454648,0.8034787333636404,20.890447067454648,fos+,VGlut1,D08,2
59,D08_A01_G002_0001.xls,10.561260337903606,1.7602100563172676,5.280630168951803,fos+,VGlut1,D08,2
60,D08_A01_G002_0001.xls,7.406748833277327,9.875665111036437,2.468916277759109,fos+,Gad2,D08,2
62,D08_A01_G002_0001.xls,16.995241130949363,0.0,6.069728975339059,fos+,VGlut1,D08,2
63,D08_A01_G002_0001.xls,14.28151157038661,0.0,7.140755785193305,fos+,VGlut1,D08,2
64,D08_A01_G002_0001.xls,15.362398934608633,1.5362398934608632,13.826159041147768,fos+,VGlut1,D08,2
65,D08_A01_G002_0001.xls,17.88809794940566,43.90714951217752,4.8785721680197245,fos+,Gad2,D08,2
66,D08_A01_G002_0001.xls,29.264702905393417,2.7871145624184206,5.574229124836841,fos+,VGlut1,D08,2
67,D08_A01_G002_0001.xls,25.74255488258166,46.804645241057564,7.020696786158634,fos+,Gad2,D08,2
69,D08_A01_G002_0001.xls,12.149650912587457,28.349185462704067,14.849573337606891,fos+,Gad2,D08,2
71,D08_A01_G002_0001.xls,13.475999012577098,3.3689997531442746,20.213998518865647,fos+,VGlut1,D08,2
72,D08_A01_G002_0001.xls,22.115366166679184,1.579669011905656,6.318676047622624,fos+,VGlut1,D08,2
73,D08_A01_G002_0001.xls,14.981562063760858,43.87457461529966,11.771227335812103,fos+,Gad2,D08,2
74,D08_A01_G002_0001.xls,29.543551172677983,0.0,24.619625977231657,fos+,VGlut1,D08,2
75,D08_A01_G002_0001.xls,22.620275703593826,4.241301694423843,12.723905083271529,fos+,VGlut1,D08,2
76,D08_A01_G002_0001.xls,14.808139001901889,1.0577242144215635,8.461793715372508,fos+,VGlut1,D08,2
77,D08_A01_G002_0001.xls,10.809700789375695,1.3512125986719619,12.160913388047657,fos+,VGlut1,D08,2
78,D08_A01_G002_0001.xls,22.76755473798317,1.751350364460244,7.005401457840976,fos+,VGlut1,D08,2
79,D08_A01_G002_0001.xls,25.365821939175596,1.5853638711984748,12.682910969587798,fos+,VGlut1,D08,2
80,D08_A01_G002_0001.xls,10.83799423459808,3.6126647448660263,9.031661862165064,fos+,VGlut1,D08,2
81,D08_A01_G002_0001.xls,18.941403962203204,0.0,11.364842377321924,fos+,VGlut1,D08,2
82,D08_A01_G002_0001.xls,19.6362327165237,0.0,11.78173962991422,fos+,VGlut1,D08,2
83,D08_A01_G002_0001.xls,20.618065074708166,0.0,15.192258476100752,fos+,VGlut1,D08,2
84,D08_A01_G002_0001.xls,17.31895004804947,0.0,9.621638915583038,fos+,VGlut1,D08,2
85,D08_A01_G002_0001.xls,16.54413975274303,16.54413975274303,7.5200635239741045,fos+,Gad2,D08,2
86,D08_A01_G002_0001.xls,10.644454180545827,1.935355305553787,14.515164791653403,fos+,VGlut1,D08,2
87,D08_A01_G002_0001.xls,13.218121947455522,0.0,5.664909406052367,fos+,VGlut1,D08,2
88,D08_A01_G002_0001.xls,15.491866037530238,0.0,15.491866037530238,fos+,VGlut1,D08,2
89,D08_A01_G002_0001.xls,12.43198649053421,14.50398423895658,8.287990993689474,fos+,Gad2,D08,2
90,D08_A01_G002_0001.xls,14.17090735477165,0.0,6.298181046565177,fos+,VGlut1,D08,2
93,D08_A01_G002_0001.xls,12.45080004692608,0.77817500293288,7.7817500293288004,fos+,VGlut1,D08,2
94,D08_A01_G002_0001.xls,11.323169042909205,0.0,11.323169042909205,fos+,VGlut1,D08,2
95,D08_A01_G002_0001.xls,10.286433142893326,0.0,14.694904489847609,fos+,VGlut1,D08,2
96,D08_A01_G002_0001.xls,17.38135271500398,1.3370271319233835,8.0221627915403,fos+,VGlut1,D08,2
97,D08_A01_G002_0001.xls,13.34801067541812,0.0,18.84425036529617,fos+,VGlut1,D08,2
98,D08_A01_G002_0001.xls,24.338796121235447,0.0,8.112932040411817,fos+,VGlut1,D08,2
99,D08_A01_G002_0001.xls,18.62345423094402,1.2415636153962677,8.690945307773875,fos+,VGlut1,D08,2
100,D08_A01_G002_0001.xls,12.915076470432641,1.4350084967147378,17.220101960576855,fos+,VGlut1,D08,2
101,D08_A01_G002_0001.xls,6.948819678256585,1.1581366130427642,13.89763935651317,fos+,VGlut1,D08,2
102,D08_A01_G002_0001.xls,9.043586621099884,1.8087173242199768,16.27845591797979,fos+,VGlut1,D08,2
103,D08_A01_G002_0001.xls,13.006268384475128,0.0,9.29019170319652,fos+,VGlut1,D08,2
104,D08_A01_G002_0001.xls,18.219858782379127,0.0,13.664894086784347,fos+,VGlut1,D08,2
105,D08_A01_G002_0001.xls,11.53060519691599,0.0,16.472293138451413,fos+,VGlut1,D08,2
107,D08_A01_G002_0001.xls,21.657091697060128,1.353568231066258,9.474977617463807,fos+,VGlut1,D08,2
108,D08_A01_G002_0001.xls,19.544025231005747,1.3029350154003834,14.332285169404216,fos+,VGlut1,D08,2
109,D08_A01_G002_0001.xls,18.930174760960906,0.0,6.760776700343181,fos+,VGlut1,D08,2
110,D08_A01_G002_0001.xls,12.211159400830367,0.0,13.150479354740394,fos+,VGlut1,D08,2
111,D08_A01_G002_0001.xls,11.719914401950513,0.8371367429964651,8.371367429964652,fos+,VGlut1,D08,2
112,D08_A01_G002_0001.xls,15.816345049630733,1.0544230033087156,7.380961023161009,fos+,VGlut1,D08,2
0,D08_A01_G003_0001.xls,8.524190251352273,0.0,17.048380502704546,fos+,VGlut1,D08,3
1,D08_A01_G003_0001.xls,14.001320599818945,10.500990449864208,9.33421373321263,fos+,Gad2,D08,3
2,D08_A01_G003_0001.xls,13.896931094383323,2.3161551823972206,28.951939779965258,fos+,VGlut1,D08,3
3,D08_A01_G003_0001.xls,7.877965266078069,1.3129942110130113,21.00790737620818,fos+,VGlut1,D08,3
5,D08_A01_G003_0001.xls,7.083106095928446,0.0,7.083106095928446,fos+,VGlut1,D08,3
6,D08_A01_G003_0001.xls,1.2894507674805618,7.73670460488337,9.026155372363931,fos-,Gad2,D08,3
8,D08_A01_G003_0001.xls,4.639926172008044,0.0,6.18656822934406,fos-,VGlut1,D08,3
10,D08_A01_G003_0001.xls,11.111146634331494,0.0,17.46037328252092,fos+,VGlut1,D08,3
12,D08_A01_G003_0001.xls,7.721367886523175,0.7019425351384704,15.44273577304635,fos+,VGlut1,D08,3
14,D08_A01_G003_0001.xls,2.752220451783102,0.0,12.384992033023957,fos-,VGlut1,D08,3
16,D08_A01_G003_0001.xls,6.335850748640861,0.0,17.423589558762366,fos+,VGlut1,D08,3
17,D08_A01_G003_0001.xls,9.688858374662074,0.0,11.30366810377242,fos+,VGlut1,D08,3
18,D08_A01_G003_0001.xls,2.9784244200261956,0.0,16.381334310144076,fos-,VGlut1,D08,3
19,D08_A01_G003_0001.xls,13.55440593683642,45.746120036822916,8.471503710522763,fos+,Gad2,D08,3
20,D08_A01_G003_0001.xls,9.035750057608606,0.0,8.282770886141222,fos+,VGlut1,D08,3
21,D08_A01_G003_0001.xls,3.5643127967292036,0.0,10.69293839018761,fos-,VGlut1,D08,3
22,D08_A01_G003_0001.xls,11.273679863372688,1.0248799875793353,15.373199813690029,fos+,VGlut1,D08,3
23,D08_A01_G003_0001.xls,6.538443365203988,0.0,15.692264076489572,fos+,VGlut1,D08,3
24,D08_A01_G003_0001.xls,11.230072109722823,0.7018795068576764,12.633831123438174,fos+,VGlut1,D08,3
25,D08_A01_G003_0001.xls,8.476113387468574,0.8476113387468576,15.257004097443437,fos+,VGlut1,D08,3
26,D08_A01_G003_0001.xls,1.7742829255698924,1.7742829255698924,12.419980478989249,fos-,VGlut1,D08,3
27,D08_A01_G003_0001.xls,8.930580435400682,0.0,25.005625219121907,fos+,VGlut1,D08,3
28,D08_A01_G003_0001.xls,5.306296898495804,0.0,5.306296898495804,fos-,VGlut1,D08,3
29,D08_A01_G003_0001.xls,9.754330159513168,1.3934757370733097,11.147805896586478,fos+,VGlut1,D08,3
30,D08_A01_G003_0001.xls,11.757974045956379,0.0,7.838649363970919,fos+,VGlut1,D08,3
