,index,Fos_puncta_adj,Gad2_puncta_adj,IL34_puncta_adj,fos_status,cell_type,animal_id,image_number
14,D14_A01_G002_0001.xls,2.5983137603423483,0.0,9.094098161198218,fos-,VGlut1,D14,2
15,D14_A01_G002_0001.xls,3.3345337844913043,1.6672668922456522,5.0018006767369565,fos-,VGlut1,D14,2
17,D14_A01_G002_0001.xls,1.180250144739844,31.866753907975788,9.442001157918751,fos-,Gad2,D14,2
18,D14_A01_G002_0001.xls,3.05435537081721,0.0,18.32613222490326,fos-,VGlut1,D14,2
19,D14_A01_G002_0001.xls,4.1077097111499175,0.0,12.323129133449754,fos-,VGlut1,D14,2
20,D14_A01_G002_0001.xls,2.549979576350714,38.249693645260706,7.649938729052141,fos-,Gad2,D14,2
21,D14_A01_G002_0001.xls,0.0,1.2768033034791721,8.937623124354204,fos-,VGlut1,D14,2
22,D14_A01_G002_0001.xls,3.010422006018272,0.0,14.048636028085268,fos-,VGlut1,D14,2
23,D14_A01_G002_0001.xls,1.2486171778142432,1.2486171778142432,8.740320244699703,fos-,VGlut1,D14,2
24,D14_A01_G002_0001.xls,6.630640080972807,36.468520445350435,6.630640080972807,fos+,Gad2,D14,2
25,D14_A01_G002_0001.xls,4.61694012743927,0.7694900212398784,7.6949002123987835,fos-,VGlut1,D14,2
26,D14_A01_G002_0001.xls,0.0,16.605069216866,7.116458235799715,fos-,Gad2,D14,2
27,D14_A01_G002_0001.xls,7.313319964265434,0.0,8.77598395711852,fos+,VGlut1,D14,2
28,D14_A01_G002_0001.xls,1.4433659039162665,0.0,8.6601954234976,fos-,VGlut1,D14,2
30,D14_A01_G002_0001.xls,2.650429621743272,17.669530811621815,3.533906162324363,fos-,Gad2,D14,2
32,D14_A01_G002_0001.xls,1.2289934128383453,0.0,7.373960477030073,fos-,VGlut1,D14,2
34,D14_A01_G002_0001.xls,7.12777263320137,0.0,5.091266166572407,fos+,VGlut1,D14,2
35,D14_A01_G002_0001.xls,1.1640955530327801,3.4922866590983404,15.133242189426142,fos-,VGlut1,D14,2
36,D14_A01_G002_0001.xls,4.616023947878148,0.0,5.385361272524506,fos-,VGlut1,D14,2
38,D14_A01_G002_0001.xls,2.0185138026846086,0.0,10.092569013423043,fos-,VGlut1,D14,2
39,D14_A01_G002_0001.xls,3.2076108712244276,23.255178816377104,1.6038054356122138,fos-,Gad2,D14,2
40,D14_A01_G002_0001.xls,2.725664617815539,0.0,10.902658471262155,fos-,VGlut1,D14,2
41,D14_A01_G002_0001.xls,2.63673220302323,9.668018077751842,7.91019660906969,fos-,Gad2,D14,2
42,D14_A01_G002_0001.xls,3.7849922347286586,2.5233281564857726,5.046656312971545,fos-,VGlut1,D14,2
43,D14_A01_G002_0001.xls,3.454661156864473,1.7273305784322366,15.54597520589013,fos-,VGlut1,D14,2
47,D14_A01_G002_0001.xls,1.9614226803025288,0.0,17.65280412272276,fos-,VGlut1,D14,2
48,D14_A01_G002_0001.xls,0.0,47.18047392497823,8.777762590693625,fos-,Gad2,D14,2
49,D14_A01_G002_0001.xls,4.509135650839954,13.527406952519861,0.0,fos-,Gad2,D14,2
50,D14_A01_G002_0001.xls,0.0,0.0,12.966973420500914,fos-,VGlut1,D14,2
51,D14_A01_G002_0001.xls,2.8953394177559137,39.569638709330825,13.5115839495276,fos-,Gad2,D14,2
53,D14_A01_G002_0001.xls,1.058974280252657,48.71281689162222,1.058974280252657,fos-,Gad2,D14,2
54,D14_A01_G002_0001.xls,9.74920730169716,0.0,8.66596204595303,fos+,VGlut1,D14,2
55,D14_A01_G002_0001.xls,1.5293841232490937,0.7646920616245468,9.940996801119109,fos-,VGlut1,D14,2
56,D14_A01_G002_0001.xls,4.636691885612324,4.636691885612324,13.910075656836973,fos-,VGlut1,D14,2
57,D14_A01_G002_0001.xls,6.882786469888597,1.7206966174721492,8.603483087360745,fos+,VGlut1,D14,2
58,D14_A01_G002_0001.xls,0.8035897862482559,1.6071795724965119,5.625128503737791,fos-,VGlut1,D14,2
59,D14_A01_G002_0001.xls,4.450853573781329,1.4836178579271095,19.287032153052422,fos-,VGlut1,D14,2
60,D14_A01_G002_0001.xls,2.6428108254589917,18.499675778212943,2.6428108254589917,fos-,Gad2,D14,2
62,D14_A01_G002_0001.xls,0.0,27.159460504657773,6.789865126164443,fos-,Gad2,D14,2
63,D14_A01_G002_0001.xls,0.0,2.471277656883671,16.063304769743862,fos-,VGlut1,D14,2
65,D14_A01_G002_0001.xls,2.0158932462470074,3.0238398693705113,11.087412854358542,fos-,VGlut1,D14,2
66,D14_A01_G002_0001.xls,2.5102795980181907,1.2551397990090953,6.2756989950454765,fos-,VGlut1,D14,2
67,D14_A01_G002_0001.xls,0.0,0.0,5.964843140262008,fos-,VGlut1,D14,2
68,D14_A01_G002_0001.xls,4.760299843105352,0.0,17.137079435179267,fos-,VGlut1,D14,2
69,D14_A01_G002_0001.xls,0.0,26.964012228910647,3.1722367328130177,fos-,Gad2,D14,2
70,D14_A01_G002_0001.xls,1.02370907467734,2.04741814935468,10.2370907467734,fos-,VGlut1,D14,2
71,D14_A01_G002_0001.xls,27.41889402784892,0.0,13.161069133367482,fos+,VGlut1,D14,2
72,D14_A01_G002_0001.xls,5.6280797346791855,0.0,14.070199336697963,fos-,VGlut1,D14,2
73,D14_A01_G002_0001.xls,5.313355066395453,0.0,19.925081498982948,fos-,VGlut1,D14,2
75,D14_A01_G002_0001.xls,32.194714571214845,0.0,14.63396116873402,fos+,VGlut1,D14,2
1,D14_A01_G003_0001.xls,2.1767144299865264,0.0,6.53014328995958,fos-,VGlut1,D14,3
2,D14_A01_G003_0001.xls,2.3707131840028084,0.0,7.112139552008425,fos-,VGlut1,D14,3
3,D14_A01_G003_0001.xls,5.758842832518341,0.0,7.198553540647926,fos-,VGlut1,D14,3
4,D14_A01_G003_0001.xls,2.1820102022028527,2.1820102022028527,10.910051011014264,fos-,VGlut1,D14,3
5,D14_A01_G003_0001.xls,0.0,45.158330949004046,5.210576647962005,fos-,Gad2,D14,3
6,D14_A01_G003_0001.xls,0.0,1.6104563280691413,6.441825312276565,fos-,VGlut1,D14,3
7,D14_A01_G003_0001.xls,5.472874409268167,1.8242914697560555,10.945748818536334,fos-,VGlut1,D14,3
8,D14_A01_G003_0001.xls,0.0,0.0,6.783616142720923,fos-,VGlut1,D14,3
9,D14_A01_G003_0001.xls,2.7483248830674487,1.3741624415337244,10.993299532269795,fos-,VGlut1,D14,3
10,D14_A01_G003_0001.xls,3.906793222858327,6.250869156573323,11.72037966857498,fos-,VGlut1,D14,3
11,D14_A01_G003_0001.xls,1.9198869066619044,1.9198869066619044,15.359095253295235,fos-,VGlut1,D14,3
12,D14_A01_G003_0001.xls,4.467636630039294,0.0,8.935273260078588,fos-,VGlut1,D14,3
13,D14_A01_G003_0001.xls,1.472272721268419,1.472272721268419,10.305909048878933,fos-,VGlut1,D14,3
14,D14_A01_G003_0001.xls,1.3586993704322503,1.3586993704322503,19.021791186051505,fos-,VGlut1,D14,3
17,D14_A01_G003_0001.xls,0.0,0.0,12.027119325177598,fos-,VGlut1,D14,3
18,D14_A01_G003_0001.xls,3.6551712675517773,1.8275856337758887,10.96551380265533,fos-,VGlut1,D14,3
19,D14_A01_G003_0001.xls,0.0,0.0,10.217043580205726,fos-,VGlut1,D14,3
21,D14_A01_G003_0001.xls,2.3744922947840976,0.0,10.28946661073109,fos-,VGlut1,D14,3
22,D14_A01_G003_0001.xls,1.0930013092800108,0.0,15.30201832992015,fos-,VGlut1,D14,3
24,D14_A01_G003_0001.xls,0.6988481460647222,0.0,5.590785168517778,fos-,VGlut1,D14,3
25,D14_A01_G003_0001.xls,1.8350676910818555,0.0,8.25780460986835,fos-,VGlut1,D14,3
26,D14_A01_G003_0001.xls,2.930111021949543,0.0,16.115610620722485,fos-,VGlut1,D14,3
27,D14_A01_G003_0001.xls,0.0,0.0,6.875687453339203,fos-,VGlut1,D14,3
29,D14_A01_G003_0001.xls,1.6350904134940467,0.8175452067470234,5.722816447229164,fos-,VGlut1,D14,3
30,D14_A01_G003_0001.xls,1.1807295199027223,1.1807295199027223,10.626565679124502,fos-,VGlut1,D14,3
31,D14_A01_G003_0001.xls,0.0,0.0,6.121075043692611,fos-,VGlut1,D14,3
32,D14_A01_G003_0001.xls,5.202426266308466,64.51008570222498,6.24291151957016,fos-,Gad2,D14,3
33,D14_A01_G003_0001.xls,2.0089357422578606,0.0,8.035742969031443,fos-,VGlut1,D14,3
34,D14_A01_G003_0001.xls,1.3591758138380423,0.0,12.232582324542381,fos-,VGlut1,D14,3
36,D14_A01_G003_0001.xls,0.0,4.2822150661755,23.552182863965246,fos-,VGlut1,D14,3
37,D14_A01_G003_0001.xls,0.0,9.314698781152563,0.0,fos-,Gad2,D14,3
38,D14_A01_G003_0001.xls,0.0,0.0,19.352091911269266,fos-,VGlut1,D14,3
39,D14_A01_G003_0001.xls,0.0,1.025918788734555,9.233269098610997,fos-,VGlut1,D14,3
40,D14_A01_G003_0001.xls,0.0,1.469024158740685,8.81414495244411,fos-,VGlut1,D14,3
41,D14_A01_G003_0001.xls,3.4738444468686156,0.8684611117171539,14.763838899191617,fos-,VGlut1,D14,3
42,D14_A01_G003_0001.xls,1.1728251320162004,1.1728251320162004,17.592376980243007,fos-,VGlut1,D14,3
44,D14_A01_G003_0001.xls,14.428289652997293,53.59079013970423,8.244736944569881,fos+,Gad2,D14,3
45,D14_A01_G003_0001.xls,1.9331888790666698,0.9665944395333349,19.3318887906667,fos-,VGlut1,D14,3
46,D14_A01_G003_0001.xls,1.4362037656168751,1.4362037656168751,11.489630124935001,fos-,VGlut1,D14,3
47,D14_A01_G003_0001.xls,1.578811090878097,1.578811090878097,11.05167763614668,fos-,VGlut1,D14,3
48,D14_A01_G003_0001.xls,0.0,2.6408636578379445,22.44734109162253,fos-,VGlut1,D14,3
49,D14_A01_G003_0001.xls,1.317595953539302,1.317595953539302,10.540767628314416,fos-,VGlut1,D14,3
50,D14_A01_G003_0001.xls,1.4001307837006456,0.7000653918503228,7.000653918503227,fos-,VGlut1,D14,3
51,D14_A01_G003_0001.xls,2.6992956772470085,4.048943515870512,12.146830547611538,fos-,VGlut1,D14,3
52,D14_A01_G003_0001.xls,1.4471319864924928,33.284035689327325,2.8942639729849855,fos-,Gad2,D14,3
53,D14_A01_G003_0001.xls,1.7261140383619995,12.082798268533995,6.041399134266998,fos-,Gad2,D14,3
54,D14_A01_G003_0001.xls,7.878399645574598,0.0,18.38293250634073,fos+,VGlut1,D14,3
55,D14_A01_G003_0001.xls,2.032776536518017,0.0,12.196659219108101,fos-,VGlut1,D14,3
58,D14_A01_G003_0001.xls,0.0,0.0,8.521371790548438,fos-,VGlut1,D14,3
59,D14_A01_G003_0001.xls,5.944921377471375,0.0,14.2678113059313,fos-,VGlut1,D14,3
61,D14_A01_G003_0001.xls,1.4178081865788499,0.0,11.342465492630799,fos-,VGlut1,D14,3
62,D14_A01_G003_0001.xls,3.3483057478908065,1.6741528739454032,6.696611495781613,fos-,VGlut1,D14,3
63,D14_A01_G003_0001.xls,0.0,32.33606561421387,8.982240448392742,fos-,Gad2,D14,3
65,D14_A01_G003_0001.xls,5.158281974747171,0.8597136624578618,11.176277611952203,fos-,VGlut1,D14,3
66,D14_A01_G003_0001.xls,9.943817190106921,58.005600275623706,1.6573028650178203,fos+,Gad2,D14,3
67,D14_A01_G003_0001.xls,7.9675650740984665,0.0,10.2440122381266,fos+,VGlut1,D14,3
68,D14_A01_G003_0001.xls,0.0,0.0,21.12188166262968,fos-,VGlut1,D14,3
69,D14_A01_G003_0001.xls,0.8334833203118522,27.50494957029112,8.334833203118523,fos-,Gad2,D14,3
70,D14_A01_G003_0001.xls,1.5179759332624252,0.7589879666312126,6.8308916996809135,fos-,VGlut1,D14,3
71,D14_A01_G003_0001.xls,6.965073561256268,0.0,6.965073561256268,fos+,VGlut1,D14,3
72,D14_A01_G003_0001.xls,2.4281450825578963,2.4281450825578963,7.284435247673689,fos-,VGlut1,D14,3
74,D14_A01_G003_0001.xls,0.0,1.1697055403377068,9.357644322701654,fos-,VGlut1,D14,3
75,D14_A01_G003_0001.xls,4.663135161473578,0.0,10.880648710105016,fos-,VGlut1,D14,3
76,D14_A01_G003_0001.xls,2.1738657393770624,0.0,9.78239582719678,fos-,VGlut1,D14,3
77,D14_A01_G003_0001.xls,0.0,0.0,6.695412177628255,fos-,VGlut1,D14,3
81,D14_A01_G003_0001.xls,0.0,0.0,9.233098461775521,fos-,VGlut1,D14,3
82,D14_A01_G003_0001.xls,5.697924451726053,4.27344333879454,9.971367790520594,fos-,VGlut1,D14,3
83,D14_A01_G003_0001.xls,4.134811407274381,0.0,16.539245629097525,fos-,VGlut1,D14,3
84,D14_A01_G003_0001.xls,0.0,2.9196484553653663,14.59824227682683,fos-,VGlut1,D14,3
85,D14_A01_G003_0001.xls,1.069523324473297,1.069523324473297,11.764756569206266,fos-,VGlut1,D14,3
86,D14_A01_G003_0001.xls,0.8178902305847415,0.0,9.8146827670169,fos-,VGlut1,D14,3
87,D14_A01_G003_0001.xls,6.0646787026947475,0.0,19.40697184862319,fos+,VGlut1,D14,3
88,D14_A01_G003_0001.xls,1.170880688944368,1.170880688944368,7.025284133666207,fos-,VGlut1,D14,3
91,D14_A01_G003_0001.xls,0.9041117328473439,23.50690505403094,5.424670397084063,fos-,Gad2,D14,3
92,D14_A01_G003_0001.xls,1.3789603342699501,1.3789603342699501,8.273762005619702,fos-,VGlut1,D14,3
94,D14_A01_G003_0001.xls,1.4237428586921308,2.1356142880381963,6.406842864114589,fos-,VGlut1,D14,3
95,D14_A01_G003_0001.xls,6.425826929584071,1.6064567323960177,11.245197126772124,fos+,VGlut1,D14,3
96,D14_A01_G003_0001.xls,1.1354501050623997,0.0,17.031751575936,fos-,VGlut1,D14,3
97,D14_A01_G003_0001.xls,3.541289721981523,0.0,7.082579443963046,fos-,VGlut1,D14,3
98,D14_A01_G003_0001.xls,4.972620841909871,0.994524168381974,15.912386694111584,fos-,VGlut1,D14,3
99,D14_A01_G003_0001.xls,13.695108682163426,49.51308523551392,4.213879594511823,fos+,Gad2,D14,3
100,D14_A01_G003_0001.xls,16.62254811010967,17.661457366991527,11.428001825700399,fos+,Gad2,D14,3
0,D14_A01_G004_0001.xls,1.5729503235137545,1.5729503235137545,7.864751617568772,fos-,VGlut1,D14,4
1,D14_A01_G004_0001.xls,0.0,0.0,8.27816883914143,fos-,VGlut1,D14,4
2,D14_A01_G004_0001.xls,10.842693848227169,19.516848926808905,8.674155078581736,fos+,Gad2,D14,4
3,D14_A01_G004_0001.xls,1.303081026284474,3.9092430788534225,19.54621539426711,fos-,VGlut1,D14,4
4,D14_A01_G004_0001.xls,3.5116673346779295,0.0,17.558336673389647,fos-,VGlut1,D14,4
5,D14_A01_G004_0001.xls,18.92349322325709,8.601587828753223,15.4828580917558,fos+,Gad2,D14,4
6,D14_A01_G004_0001.xls,10.049351245189694,0.0,21.012279876305723,fos+,VGlut1,D14,4
8,D14_A01_G004_0001.xls,3.335957535769053,0.0,25.019681518267898,fos-,VGlut1,D14,4
9,D14_A01_G004_0001.xls,0.0,17.927813305197112,15.686836642047473,fos-,Gad2,D14,4
10,D14_A01_G004_0001.xls,6.932543357380311,1.3865086714760624,6.932543357380311,fos+,VGlut1,D14,4
12,D14_A01_G004_0001.xls,3.7195462716565837,0.0,11.158638814969752,fos-,VGlut1,D14,4
13,D14_A01_G004_0001.xls,14.304803537497055,0.8414590316174738,15.14626256911453,fos+,VGlut1,D14,4
14,D14_A01_G004_0001.xls,10.558069381598793,0.0,9.04977375565611,fos+,VGlut1,D14,4
16,D14_A01_G004_0001.xls,8.13686691460575,1.1624095592293928,18.598552947670285,fos+,VGlut1,D14,4
17,D14_A01_G004_0001.xls,2.906053106654254,23.24842485323403,1.9373687377695024,fos-,Gad2,D14,4
18,D14_A01_G004_0001.xls,11.000434236501615,0.0,8.250325677376212,fos+,VGlut1,D14,4
20,D14_A01_G004_0001.xls,3.241301909744856,0.0,6.482603819489712,fos-,VGlut1,D14,4
24,D14_A01_G004_0001.xls,1.7409470012124149,0.0,20.89136401454898,fos-,VGlut1,D14,4
25,D14_A01_G004_0001.xls,0.0,0.0,7.78852629901628,fos-,VGlut1,D14,4
27,D14_A01_G004_0001.xls,4.338432416913187,2.1692162084565934,13.015297250739561,fos-,VGlut1,D14,4
28,D14_A01_G004_0001.xls,0.0,0.0,9.867020459734258,fos-,VGlut1,D14,4
29,D14_A01_G004_0001.xls,2.93870019195538,0.734675047988845,5.142725335921916,fos-,VGlut1,D14,4
30,D14_A01_G004_0001.xls,19.3956895695261,0.0,7.459880603663883,fos+,VGlut1,D14,4
32,D14_A01_G004_0001.xls,3.009516051548249,1.0031720171827496,7.022204120279247,fos-,VGlut1,D14,4
34,D14_A01_G004_0001.xls,1.5287807628171854,0.0,16.81658839098904,fos-,VGlut1,D14,4
35,D14_A01_G004_0001.xls,0.0,2.199794037838498,8.799176151353992,fos-,VGlut1,D14,4
36,D14_A01_G004_0001.xls,2.603685158462227,1.3018425792311135,15.622110950773363,fos-,VGlut1,D14,4
37,D14_A01_G004_0001.xls,0.7339805299837586,0.0,8.073785829821345,fos-,VGlut1,D14,4
39,D14_A01_G004_0001.xls,11.536919162348125,0.0,10.09480426705461,fos+,VGlut1,D14,4
40,D14_A01_G004_0001.xls,0.0,0.7198325194357856,8.637990233229427,fos-,VGlut1,D14,4
41,D14_A01_G004_0001.xls,0.0,2.2788958788412987,7.9761355759445465,fos-,VGlut1,D14,4
42,D14_A01_G004_0001.xls,0.0,0.0,10.569104065228093,fos-,VGlut1,D14,4
43,D14_A01_G004_0001.xls,0.0,1.1043451844409464,7.730416291086626,fos-,VGlut1,D14,4
45,D14_A01_G004_0001.xls,7.324692336321582,0.0,18.311730840803957,fos+,VGlut1,D14,4
46,D14_A01_G004_0001.xls,6.071111187691697,0.7588888984614621,18.21333356307509,fos+,VGlut1,D14,4
47,D14_A01_G004_0001.xls,5.071096667986577,1.6903655559955255,16.903655559955254,fos-,VGlut1,D14,4
48,D14_A01_G004_0001.xls,3.904653434600749,2.6031022897338327,6.507755724334581,fos-,VGlut1,D14,4
49,D14_A01_G004_0001.xls,34.77575503299317,1.9319863907218429,5.795959172165529,fos+,VGlut1,D14,4
50,D14_A01_G004_0001.xls,3.0006691250395714,21.004683875276996,4.501003687559357,fos-,Gad2,D14,4
51,D14_A01_G004_0001.xls,3.2343201161623125,54.983441974759316,3.2343201161623125,fos-,Gad2,D14,4
52,D14_A01_G004_0001.xls,24.908254317877965,2.0756878598231636,20.756878598231637,fos+,VGlut1,D14,4
53,D14_A01_G004_0001.xls,0.0,21.05255718733005,1.7543797656108373,fos-,Gad2,D14,4
54,D14_A01_G004_0001.xls,0.9693698303283302,0.0,10.663068133611633,fos-,VGlut1,D14,4
56,D14_A01_G004_0001.xls,1.4573562735300463,17.488275282360554,4.372068820590139,fos-,Gad2,D14,4
58,D14_A01_G004_0001.xls,3.135533552639511,18.813201315837066,21.948734868476578,fos-,Gad2,D14,4
59,D14_A01_G004_0001.xls,7.797108921100117,59.77783506176756,3.8985544605500584,fos+,Gad2,D14,4
62,D14_A01_G004_0001.xls,0.0,4.600224901131946,6.133633201509262,fos-,VGlut1,D14,4
63,D14_A01_G004_0001.xls,20.829481267697815,5.207370316924454,13.018425792311135,fos+,VGlut1,D14,4
64,D14_A01_G004_0001.xls,0.0,37.95368834610502,7.590737669221005,fos-,Gad2,D14,4
65,D14_A01_G004_0001.xls,3.2694910527515737,0.0,17.982200790133657,fos-,VGlut1,D14,4
66,D14_A01_G004_0001.xls,1.0787323867342515,1.0787323867342515,5.3936619336712575,fos-,VGlut1,D14,4
67,D14_A01_G004_0001.xls,0.0,1.5043068404001507,16.547375244401657,fos-,VGlut1,D14,4
69,D14_A01_G004_0001.xls,0.0,0.0,5.740742444011424,fos-,VGlut1,D14,4
70,D14_A01_G004_0001.xls,4.349437365871995,0.8698874731743991,6.089212312220794,fos-,VGlut1,D14,4
71,D14_A01_G004_0001.xls,5.157803069922247,0.0,5.157803069922247,fos-,VGlut1,D14,4
72,D14_A01_G004_0001.xls,0.0,9.514294924705236,3.567860596764463,fos-,Gad2,D14,4
73,D14_A01_G004_0001.xls,2.1646801854802202,2.1646801854802202,5.411700463700551,fos-,VGlut1,D14,4
74,D14_A01_G004_0001.xls,2.757266707914596,15.164966893530275,15.164966893530275,fos-,Gad2,D14,4
76,D14_A01_G004_0001.xls,0.0,0.0,6.09672428518894,fos-,VGlut1,D14,4
77,D14_A01_G004_0001.xls,2.200970622133551,2.200970622133551,7.703397177467429,fos-,VGlut1,D14,4
78,D14_A01_G004_0001.xls,2.429791281759392,1.6198608545062612,5.669512990771915,fos-,VGlut1,D14,4
80,D14_A01_G004_0001.xls,0.0,1.6866336751896023,10.963118888732415,fos-,VGlut1,D14,4
81,D14_A01_G004_0001.xls,0.0,1.3187880286501548,6.593940143250774,fos-,VGlut1,D14,4
0,D15_A01_G001_0001.xls,1.4896869366166579,0.0,8.938121619699945,fos-,VGlut1,D15,1
1,D15_A01_G001_0001.xls,2.260101483853738,0.0,13.560608903122427,fos-,VGlut1,D15,1
3,D15_A01_G001_0001.xls,0.0,0.0,6.266429584707525,fos-,VGlut1,D15,1
5,D15_A01_G001_0001.xls,0.0,0.0,7.122633609427404,fos-,VGlut1,D15,1
9,D15_A01_G001_0001.xls,9.545947007292593,52.50270854010927,7.159460255469445,fos+,Gad2,D15,1
11,D15_A01_G001_0001.xls,2.1573669063024106,23.73103596932652,15.101568344116876,fos-,Gad2,D15,1
12,D15_A01_G001_0001.xls,3.1535659990767453,0.0,11.563075329948067,fos-,VGlut1,D15,1
15,D15_A01_G001_0001.xls,0.0,52.513966480446925,2.2346368715083798,fos-,Gad2,D15,1
17,D15_A01_G001_0001.xls,0.0,3.061180830326616,11.224329711197594,fos-,VGlut1,D15,1
18,D15_A01_G001_0001.xls,2.148874057670722,2.148874057670722,15.042118403695056,fos-,VGlut1,D15,1
19,D15_A01_G001_0001.xls,0.0,1.492933895759244,13.436405061833197,fos-,VGlut1,D15,1
21,D15_A01_G001_0001.xls,0.0,0.0,28.008950247743044,fos-,VGlut1,D15,1
23,D15_A01_G001_0001.xls,0.0,0.0,11.446437095845845,fos-,VGlut1,D15,1
25,D15_A01_G001_0001.xls,0.0,0.0,11.224324118800812,fos-,VGlut1,D15,1
27,D15_A01_G001_0001.xls,0.9956708009935802,0.0,14.935062014903703,fos-,VGlut1,D15,1
28,D15_A01_G001_0001.xls,1.5983071055793834,0.0,17.58137816137322,fos-,VGlut1,D15,1
29,D15_A01_G001_0001.xls,1.1335708915268,0.0,19.270705155955596,fos-,VGlut1,D15,1
30,D15_A01_G001_0001.xls,2.119007682566855,3.178511523850282,8.47603073026742,fos-,VGlut1,D15,1
31,D15_A01_G001_0001.xls,13.944773824146703,3.8031201338581915,13.944773824146703,fos+,VGlut1,D15,1
33,D15_A01_G001_0001.xls,3.2171305920568845,30.02655219253092,7.50663804813273,fos-,Gad2,D15,1
34,D15_A01_G001_0001.xls,0.0,0.0,21.457431606728655,fos-,VGlut1,D15,1
35,D15_A01_G001_0001.xls,1.7619405779517827,0.0,24.667168091324957,fos-,VGlut1,D15,1
36,D15_A01_G001_0001.xls,2.5251057996828514,1.2625528998414257,11.362976098572831,fos-,VGlut1,D15,1
37,D15_A01_G001_0001.xls,5.295838811784954,0.0,5.295838811784954,fos-,VGlut1,D15,1
38,D15_A01_G001_0001.xls,1.496674366537416,1.496674366537416,8.980046199224494,fos-,VGlut1,D15,1
41,D15_A01_G001_0001.xls,2.525380194261912,19.361248156007992,15.152281165571472,fos-,Gad2,D15,1
42,D15_A01_G001_0001.xls,0.0,0.0,9.387335819921175,fos-,VGlut1,D15,1
43,D15_A01_G001_0001.xls,1.230808618124348,1.230808618124348,12.30808618124348,fos-,VGlut1,D15,1
45,D15_A01_G001_0001.xls,1.1372217237391078,1.1372217237391078,25.018877922260373,fos-,VGlut1,D15,1
46,D15_A01_G001_0001.xls,4.183429492973657,2.7889529953157712,13.944764976578854,fos-,VGlut1,D15,1
47,D15_A01_G001_0001.xls,0.0,0.0,9.213266210036089,fos-,VGlut1,D15,1
48,D15_A01_G001_0001.xls,1.2085935545758846,1.2085935545758846,8.460154882031192,fos-,VGlut1,D15,1
49,D15_A01_G001_0001.xls,5.595720530645347,0.0,20.14459391032325,fos-,VGlut1,D15,1
50,D15_A01_G001_0001.xls,15.685325198540305,1.1203803713243075,17.92608594118892,fos+,VGlut1,D15,1
51,D15_A01_G001_0001.xls,0.0,0.0,13.940899232246498,fos-,VGlut1,D15,1
54,D15_A01_G001_0001.xls,4.793358460139446,4.793358460139446,14.380075380418338,fos-,VGlut1,D15,1
55,D15_A01_G001_0001.xls,3.0563560416010653,42.78898458241491,7.640890104002662,fos-,Gad2,D15,1
56,D15_A01_G001_0001.xls,1.3019171652025132,9.113420156417591,9.113420156417591,fos-,Gad2,D15,1
57,D15_A01_G001_0001.xls,2.4529402720122717,0.0,18.39705204009204,fos-,VGlut1,D15,1
58,D15_A01_G001_0001.xls,0.0,27.898304042725012,11.746654333778952,fos-,Gad2,D15,1
59,D15_A01_G001_0001.xls,1.2570363036749286,3.7711089110247853,6.2851815183746425,fos-,VGlut1,D15,1
60,D15_A01_G001_0001.xls,4.101206823830088,0.0,12.303620471490262,fos-,VGlut1,D15,1
61,D15_A01_G001_0001.xls,1.1387238675243794,0.0,22.774477350487583,fos-,VGlut1,D15,1
62,D15_A01_G001_0001.xls,4.2933934133552025,0.0,7.155655688925339,fos-,VGlut1,D15,1
63,D15_A01_G001_0001.xls,5.682996726310845,0.0,8.524495089466269,fos-,VGlut1,D15,1
64,D15_A01_G001_0001.xls,2.8282143729184663,1.4141071864592332,18.38339342397003,fos-,VGlut1,D15,1
65,D15_A01_G001_0001.xls,1.5761434375184282,0.0,15.761434375184285,fos-,VGlut1,D15,1
66,D15_A01_G001_0001.xls,3.936629870005677,9.447911688013624,3.936629870005677,fos-,Gad2,D15,1
67,D15_A01_G001_0001.xls,6.168137076907642,0.0,20.046445499949833,fos+,VGlut1,D15,1
68,D15_A01_G001_0001.xls,0.0,0.0,11.714101006380266,fos-,VGlut1,D15,1
69,D15_A01_G001_0001.xls,0.0,0.0,22.999830257396937,fos-,VGlut1,D15,1
70,D15_A01_G001_0001.xls,1.5220885388423822,0.0,19.78715100495097,fos-,VGlut1,D15,1
71,D15_A01_G001_0001.xls,1.6888952662277847,0.0,19.422295561619524,fos-,VGlut1,D15,1
72,D15_A01_G001_0001.xls,0.0,1.4635803083416394,16.099383391758035,fos-,VGlut1,D15,1
73,D15_A01_G001_0001.xls,3.383758811355584,0.0,14.662954849207532,fos-,VGlut1,D15,1
74,D15_A01_G001_0001.xls,0.0,0.0,20.778788151330637,fos-,VGlut1,D15,1
75,D15_A01_G001_0001.xls,2.1169845890654333,2.1169845890654333,16.935876712523466,fos-,VGlut1,D15,1
76,D15_A01_G001_0001.xls,0.0,0.0,20.45149572782934,fos-,VGlut1,D15,1
77,D15_A01_G001_0001.xls,0.7080428027086094,0.0,9.204556435211924,fos-,VGlut1,D15,1
0,D15_A01_G002_0001.xls,2.530868126076283,1.6872454173841889,5.061736252152566,fos-,VGlut1,D15,2
3,D15_A01_G002_0001.xls,6.1568771084723695,2.05229236949079,12.313754216944739,fos+,VGlut1,D15,2
4,D15_A01_G002_0001.xls,0.0,4.517140333660181,9.034280667320362,fos-,VGlut1,D15,2
5,D15_A01_G002_0001.xls,1.6033658155831814,54.51443772982816,6.4134632623327255,fos-,Gad2,D15,2
6,D15_A01_G002_0001.xls,2.2484390681109336,0.0,15.739073476776538,fos-,VGlut1,D15,2
